texto,calificacion,lugar,categoria,fuente
"- Leuk uitzicht op de vulkaan. 
- Grote bedden. 
- Leuk zwembad en jacuzzi
- Pooltafel, kickertafel en pingpong
- Vriendelijke mensen aan de receptie",5,Hotel Roca Negra del Arenal,alojamiento,booking
"L'hôtel est très bien placé au coeur de la ville au centre des spas, des restaurants, des excursions, avec une vue sur le volcan qui était nous concernant dans les nuages. Piscine, espace café/thé à volonté, jeux... Les chambres en bungalows sont très grandes et bien agencées, avec un lit immense. Les bungalows sont relativement espacés, au cœur d'un jardin verdoyant. Les pancakes du petit déjeuner sont une tuerie. Le jacuzzi un peu frais.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"De tuin van dit hotel is werkelijk prachtig, de dames bij de receptie super vriendelijk en de kamer met zitje was heerlijk 
Ook het zwembad was mooi zorgde voor verkoeling Als we iets moeten kiezen het ontbijt.
Dat betaal je los in de ontbijtzaal,en vonden wij prijzig zeker omdat je voor alle extra s moet bij betalen.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"De mooie tuin met prachtige bloemen, vogels en andere diertjes. De leuke huisjes. Alles was met zoveel liefde en zorg ingericht, met aandacht voor decoratie en detail. Een genot om hier te zijn!
Het hartelijke en gastvrije personeel, vooral de immer sprankelende Elisabetta.
Mooi zwembad en jaccuzzi. Leuke algemene ruimtes, zoals het hoekje voor koffie en thee of de ruimte met ping-pong, biljart en tafelvoetbal.
Door het hele park ligt een pad met een groen tapijtje zodat je comfortabel kunt lopen.
Zeer schoon en netjes. Grote bungalow en terras. Elke ochtend komt een ploeg het zwembad uitgebreid schoonmaken.
Alles was perfect. Een van de twee beste hotels waar we in Costa Rica hebben verbleven. Absoluut niets.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Gyönyörű és tiszta,nagyon kedves személyzet Nem volt ilyen",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Bon accueil,  superbe emplacement,  face au volcan",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Hele mooie ruime kamer, fantastisch uitzicht, airco, koelkastje, heerlijk ontbijt (pannenkoeken).",5,Hotel Roca Negra del Arenal,alojamiento,booking
"L'emplacement, la taille de la chambre, la piscine Le paiement en liquide uniquement",5,Hotel Roca Negra del Arenal,alojamiento,booking
"מלון מטופח ויפה מאד. חדרים ענקיים ומדהימים. עם נוף לארנל. 
אליזבט המארחת נותנת תחושה של בית והשירות מעל ומעבר. 
מיקום מצוין ונוח. נקי מאד. היה מושלם",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Gezellig, knusse locatie met een fijn zwembad Personeel was wat sarcastisch",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Prachtig eigen huis in mooie tuin vol bloemen. Mooi uitzicht. 
Heerlijke jacuzzi. We hadden hier een week willen blijven.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Prachtige locatie,  een ruim terras met schommel stoelen en hangmat om rustig te kunnen genieten van het uitzicht op de vulkaan en de mooie tuin.
Ook het zwembad was een groot pluspunt. Niets",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Le jardin magnifique et très bien entretenu. Les cabines grande propres bonne literie.
Un grand merci a Elisabeth qui est très efficace. Rien.
Euh ..... juste une chose que le propriétaire dise a sa famille de ne pas utiliser la piscine avec ses amis très bruyants quand il y a des clients.
Merci Élisabeth d'être intervenue.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La localisation est parfaite, à proximité du village d'Arenal sans etre dans celui-ci Tout était bien",5,Hotel Roca Negra del Arenal,alojamiento,booking
Sehr schöner gepflegter Garten. Blick auf den Vulkan (nur wenn es nicht Regenten😅). Restaurants in Laufdistanz. Nichts.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wir hatten einen der hinteren Bungalows (Nr 14) in ruhiger Lage. Top Ausstattung mit bequemen Betten und gutem Badezimmer. Der Garten ist sehr schön angelegt. Sehr gepflegte Gemeinschaftsbereiche mit Pool, Billard/Kicker, Kaffee
cke. Das Frühstück kostet extra und ist für den Preis in Ordnung. Wir wären gerne länger geblieben. Im vorderen Bereich ist die Straße deutlich hörbar",5,Hotel Roca Negra del Arenal,alojamiento,booking
Bij de receptie een zeer vriendelijke ontvangst. Kamer is prima. De tuin is echt prachtig met veel bloemen. Mooi zwembad erbij. Het ontbijt is los af te nemen. Opzich eenvoudig maar wel keuzes. De 2 dames die het ontbijt regelen zijn helaas niet heel vriendelijk en sociaal. Dat is erg jammer. Ze hebben geen plezier in hun werk! Komen erg verveeld en chagrijnig over op klanten.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Abseits, jedoch nah vom sehr touristischen La Fortuna. Inmitten eines sehr schönen Parks. Liegt auf dem Weg zum Vulcan Arenal. Wir haben das verbesserungswürdige Frühstück am zweiten Tag durch Sonderbestellungen optimiert. Das Personal war hier für die Änderungen sehr aufgeschlossen.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Sehr schöne Anlage mit Bungalows in einem gepflegten großen Garten (etwas gewöhnungsbedürftig sind nur die mit Kunstrasen ausgelegten Wege). Macht Spaß, sich dort aufzuhalten und die zahlreichen Vögel zu beobachten (ein Aguti kam auch mal vorbei). Kaffee und Tee den ganzen Tag kostenlos, schöner Pool, toller Jacuzzi. Elizabeth von der Rezeption immer gut drauf und auch die andere Kollegin sehr, sehr nett. Frühstück kostet 8 Dollar extra, lohnt sich vor allem, wenn man das klassische Gallo Pinto nimmt, und man sitzt dabei sehr nett im Grünen. Das Hotel liegt in einem Vorort von La Fortuna, aber es gibt dort auch fussläufig ein paar nette Restaurants wie das Soda fast gegenüber. Roca Negra ist ein Wohlfühlort mit herzlicher Atmosphäre. Ich würde jederzeit wiederkommen, aber das nächste Mal ein Superior- oder Deluxezimmer nehmen und nicht das Standardzimmer. Das war zu zweit mit Koffern schon recht klein - bei den auf Booking angegebenen 30 Quadratmetern wurde offenbar die Terrasse grosszügigst mit eingerechnet - und sehr hellhörig, man bekommt viel von den Nachbarn mit. Dass ausschließlich Barzahlung akzeptiert wird, wurde zwar vorher mehrmals kommuniziert, es ist aber trotzdem bei höheren Summen lästig.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Heel erg mooi aangelegd. Prachtige tuinen bij elke kamer, of beter gezegd, huisje. Voor 8 $US krijg je een simpel maar gezellig ontbijtje bij het zwembad met een prachtig uitzicht op het groen. Erg vriendelijk en behulpzaam personeel. We hebben diverse huisjes gehad en de wat duurdere huisjes zijn ruimer en iets meer aan te raden. Het uitzicht op de vulkaan hangt erg af van het weer. Er zijn ook wat leuke restaurantjes op 5-10 minuten lopen. Naar La Fortuna lopen duurt ongeveer een half uur, maar er is geen mooi voetpad. Doorgaans loop je door de berm, of een gebrekkig pad. Er is een kluisje, maar het kan erg klein zijn. De maat en uitvoering hangt af van het huisje. Het kan gebeuren dat je een sleuteltje moet gebruiken. Ook paste zelfs een iPad niet altijd. Het oversteken van de drukke weg naar sommige restaurantjes valt niet altijd mee, maar lukt met wat geduld altijd wel :-)",5,Hotel Roca Negra del Arenal,alojamiento,booking
Heel vriendelijk ontvangen locatie prima mooie tuin,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Proche de la ville et de toutes les activités. La piscine était tout à fait correct. On avait la chance d’avoir une vue sur le volcan. Un très bon logement à prix abordable. Je ne conseille pas le petit déjeuner. 
Il y a du café à disposition qui fait très bien l’affaire.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"gutes Preis-Leistungsverhältnis,
schöne Anlage",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Amazing hotel!
המלון ממש ממש יפה, כל חדר הוא סוג של בקתה וממש מזכיר מתחם צימרים מיוחד ומפנק. מלא טבע ומיוחד מאוד! 
החדר היה חדש, נקי וגדול!

Thank u😍 Nothing!!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Super schönes Fleckchen Erde. Häuschen gelegen in einem wunderschönen Garten mit vielen Vögeln. Die Angestellten super freundlich und immer hilfreich.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Super nettes Personal, wunderschöne grüne und gepfegte Anlage, toller Pool + Whirlpool. Super Preis-Leistung beim Frühstück ($8 p.P.). Sicheres (nachts mit Tor/PIN verschlossen) und familienfreundliches (Billard, TT)t Hotel!",5,Hotel Roca Negra del Arenal,alojamiento,booking
